"CFCIF#","CP6MIC","CP6MCD","CF6MI7","CF6MI6","CF6MR7","CF6MR6","CFVUSR","CFVDT6","CFVDT7","CFVTME"
A069745,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,180843
B020414,"20",G3,2002025,250102,2003025,250103,BTN0002190,250102,2002025,183526
R044273,"12",SU,2002028,280102,2003028,280103,BTN8130044,280102,2002028,120709
Y020532,"12",S1,2002028,280102,2003028,280103,BTN8130044,280102,2002028,131309
D036016,"12",S1,2002028,280102,2003028,280103,BTN8130044,280102,2002028,145945
B019926,"20",G4,2002028,280102,2003028,280103,BTN7500894,280102,2002028,151505
C007390,"12",S1,2002028,280102,2003028,280103,BTN8130044,280102,2002028,153320
Y020297,"12",S1,2002028,280102,2003028,280103,BTN0002190,280102,2002028,154030
S130391,"20",G4,2002028,280102,2003028,280103,BTN8130044,280102,2002028,154819
N032580,"12",SU,2002028,280102,2003028,280103,BTN8130044,280102,2002028,160050
B020410,"20",G2,2002028,280102,2003028,280103,BTN7500894,280102,2002028,160437
B019936,"12",SU,2002028,280102,2003028,280103,BTN7500894,280102,2002028,160812
B020420,"20",G4,2002028,280102,2003028,280103,BTN0002190,280102,2002028,161740
Y020575,"20",G3,2002029,290102,2003029,290103,BTN8130044,290102,2002029,90228
E032002,"20",G4,2002029,290102,2003029,290103,BTN8130044,290102,2002029,104353
R041836,"20",G4,2002029,290102,2003029,290103,BTN8130044,290102,2002029,134847
Z002421,"12",S1,2002029,290102,2003029,290103,BTN8130044,290102,2002029,144622
H035234,"12",SU,2002029,290102,2003029,290103,BTN8130044,290102,2002029,151902
C007277,"12",SU,2002029,290102,2003029,290103,BTN0005137,290102,2002029,152900
D036465,"12",SM,2002029,290102,2003029,290103,BTN0002190,290102,2002029,153502
D036446,"12",S1,2002029,290102,2003029,290103,BTN0002190,290102,2002029,155431
D036410,"12",S1,2002029,290102,2003029,290103,BTN0002190,290102,2002029,161620
D037319,"20",G2,2002029,290102,2003029,290103,BTN0002190,290102,2002029,162627
D036455,"20",G4,2002029,290102,2003029,290103,BTN0005137,290102,2002029,163421
D036467,"20",G7,2002029,290102,2003029,290103,BTN0005137,290102,2002029,164238
D037387,"20",G2,2002029,290102,2003029,290103,BTN0002190,290102,2002029,165312
T012340,"15",BE,2002029,290102,2003029,290103,BTN0693559,290102,2002029,190002
K017209,"12",SD,2002015,150102,2003030,300103,BTN0002078,300102,2002030,93655
S137967,"12",SU,2002015,150102,2003030,300103,BTN0002078,300102,2002030,155506
D037302,"20",G5,2002030,300102,2003030,300103,BTN0005137,300102,2002030,162534
S128677,"12",SU,2002030,300102,2003030,300103,BTN0003350,300102,2002030,172520
M063968,"12",S1,2002030,300102,2003030,300103,BTN0003350,300102,2002030,174447
Y020476,"20",G3,2002030,300102,2003030,300103,BTN0003350,300102,2002030,175839
N032610,"12",S1,2002030,300102,2003030,300103,BTN0003350,300102,2002030,191329
K017518,"12",S1,2002030,300102,2003030,300103,BTN0004327,300102,2002030,193552
L016333,"12",S1,2002031,310102,2003031,310103,BTN8130044,310102,2002031,75346
S128147,"12",SU,2002031,310102,2003031,310103,BTN8130044,310102,2002031,81303
J015680,"20",G3,2002031,310102,2003031,310103,BTN8130044,310102,2002031,84441
S127713,"12",S1,2002031,310102,2003031,310103,BTN0003350,310102,2002031,92127
M038366,"20",G4,2001304,311001,2002304,311002,BTN0004856,311001,2001304,141644
H019456,"20",G4,2001305,11101,2002305,11102,BTN0114452,11101,2001305,105938
R026752,"20",G2,2001312,81101,2002312,81102,BTN0523917,81101,2001312,113718
F012798,"41",H1,2001330,261101,2002330,261102,BTN0004777,261101,2001330,94126
S130828,"12",D1,2001330,261101,2002330,261102,BTN0004777,261101,2001330,104134
D037060,"20",G3,2001330,261101,2002330,261102,BTN0004777,261101,2001330,112204
O003665,"20",G3,2001333,291101,2002333,291102,BTN0001529,291101,2001333,133722
A069478,"11",ZZ,2001334,301101,2002334,301102,BTN0004756,301101,2001334,142827
M067837,"12",SU,2001338,41201,2002338,41202,BTN0523917,41201,2001338,105612
J010541,"12",SU,2001358,241201,2003009,90103,BTN0002078,90102,2002009,153052
N032384,"12",S1,2002011,110102,2003011,110103,BTN0003917,110102,2002011,90613
T032225,"20",G4,2002014,140102,2003014,140103,BTN0003917,140102,2002014,142918
S130486,"12",S1,2002016,160102,2008016,160108,BTN0009169,40907,2007247,164028
A070609,"20",G4,2002016,160102,2003016,160103,BTN0005137,160102,2002016,142101
I017878,"12",SU,2002017,170102,2003017,170103,BTN0002078,170102,2002017,73835
H032868,"12",SU,2002022,220102,2003022,220103,BTN8130044,220102,2002022,100821
T030658,"12",D1,2002022,220102,2003022,220103,BTN8130044,220102,2002022,130048
K017297,"20",G4,2002022,220102,2003022,220103,BTN8130044,220102,2002022,143213
M064607,"12",D1,2002022,220102,2003022,220103,BTN8130044,220102,2002022,160202
S130087,"12",SU,2002022,220102,2003022,220103,BTN8130044,220102,2002022,164925
P017313,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,94037
D036659,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,95146
P017217,"20",G2,2002023,230102,2003023,230103,BTN8130044,230102,2002023,102040
P017300,"20",G4,2002023,230102,2003023,230103,BTN8130044,230102,2002023,103738
P017251,"12",SU,2002023,230102,2003023,230103,BTN8130044,230102,2002023,105947
P018155,"20",G3,2002023,230102,2003023,230103,BTN8130044,230102,2002023,113011
P016968,"12",D1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,131537
P017229,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,134104
P016960,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,141846
T030500,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,150554
T032326,"20",G2,2002023,230102,2003023,230103,BTN8130044,230102,2002023,152746
T030495,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,160918
T030297,"20",G2,2002023,230102,2003023,230103,BTN8130044,230102,2002023,163142
A069884,"12",S1,2002023,230102,2003023,230103,BTN0005137,230102,2002023,171703
B019680,"12",S1,2002023,230102,2003023,230103,BTN8130044,230102,2002023,174714
A069855,"20",G2,2002023,230102,2012023,230112,BTN8020169,140410,2010104,151302
A070011,"12",S1,2002023,230102,2003023,230103,BTN0002190,230102,2002023,182913
A069960,"12",S1,2002023,230102,2003023,230103,BTN0005137,230102,2002023,185139
T030581,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,82555
T029818,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,90603
T032190,"12",SM,2002024,240102,2003024,240103,BTN8130044,240102,2002024,94910
T030366,"20",G3,2002024,240102,2003024,240103,BTN8130044,240102,2002024,101947
T030400,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,104939
T030657,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,131851
T030719,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,133632
T030375,"20",G2,2002024,240102,2003024,240103,BTN8130044,240102,2002024,134604
T030410,"12",S1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,141140
A069386,"12",SU,2002024,240102,2003024,240103,BTN8130044,240102,2002024,143319
A070130,"20",G3,2002024,240102,2003024,240103,BTN8130044,240102,2002024,151100
A070005,"12",SU,2002024,240102,2003024,240103,BTN0005137,240102,2002024,153719
A071055,"12",D1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,155646
A070307,"12",D1,2002024,240102,2003024,240103,BTN8130044,240102,2002024,160418
A069723,"12",D1,2002024,240102,2003024,240103,BTN0002190,240102,2002024,162009
A069930,"12",S1,2002024,240102,2003024,240103,BTN7500894,240102,2002024,163315
A069886,"12",S1,2002024,240102,2003024,240103,BTN0002190,240102,2002024,164619
A069922,"12",SD,2002024,240102,2003024,240103,BTN0005137,240102,2002024,165714
A070051,"12",D1,2002024,240102,2003024,240103,BTN0002190,240102,2002024,172004
L016759,"12",SM,2002025,250102,2003025,250103,BTN8130044,250102,2002025,81443
E034056,"20",G3,2002025,250102,2003025,250103,BTN8130044,250102,2002025,95450
A070426,"20",G2,2002025,250102,2003025,250103,BTN0003350,250102,2002025,110153
A071063,"12",S1,2002025,250102,2003025,250103,BTN0003350,250102,2002025,112332
A070672,"20",G2,2002025,250102,2003025,250103,BTN0003350,250102,2002025,132403
A070498,"20",G3,2002025,250102,2003025,250103,BTN0003350,250102,2002025,140143
A070973,"12",D1,2002025,250102,2003025,250103,BTN0002190,250102,2002025,152125
A069926,"12",S1,2002025,250102,2003025,250103,BTN0005137,250102,2002025,154758
A075082,"12",SD,2002025,250102,2003025,250103,BTN0005137,250102,2002025,160952
A069711,"20",G4,2002025,250102,2003025,250103,BTN0005137,250102,2002025,161854
A069724,"12",SU,2002025,250102,2003025,250103,BTN0002190,250102,2002025,163218
A075109,"20",G2,2002025,250102,2003025,250103,BTN0002190,250102,2002025,164329
A069825,"20",G2,2002025,250102,2003025,250103,BTN0005137,250102,2002025,165147
A069812,"12",SU,2002025,250102,2003025,250103,BTN0005137,250102,2002025,170927
A071528,"12",D1,2002025,250102,2003025,250103,BTN0005137,250102,2002025,171921
A071397,"20",G2,2002025,250102,2003025,250103,BTN0005137,250102,2002025,172235
A069754,"12",S1,2002025,250102,2003025,250103,BTN0005137,250102,2002025,174722
A070014,"12",SU,2002025,250102,2003025,250103,BTN0002190,250102,2002025,180230
B019919,"20",G1,2002025,250102,2003025,250103,BTN0005137,250102,2002025,183132
B019977,"12",SU,2002025,250102,2003025,250103,BTN0002190,250102,2002025,184545
M064192,"12",S1,2002028,280102,2003028,280103,BTN8130044,280102,2002028,124752
A070523,"12",SU,2002028,280102,2003028,280103,BTN8130044,280102,2002028,145358
B021566,"20",G4,2002028,280102,2003028,280103,BTN0002190,280102,2002028,151210
B019994,"12",SU,2002028,280102,2003028,280103,BTN7500894,280102,2002028,153016
P018321,"20",G1,2002028,280102,2003028,280103,BTN8130044,280102,2002028,154016
B019979,"12",SD,2002028,280102,2003028,280103,BTN7500894,280102,2002028,154705
R044243,"12",D1,2002028,280102,2003028,280103,BTN8130044,280102,2002028,155658
M068282,"20",G3,2002028,280102,2003028,280103,BTN8130044,280102,2002028,160259
B021657,"12",S1,2002028,280102,2003028,280103,BTN8130044,280102,2002028,160630
B019933,"20",G2,2002028,280102,2003028,280103,BTN0002190,280102,2002028,161524
W016845,"12",S1,2002029,290102,2003029,290103,BTN8130044,290102,2002029,82749
B020049,"20",G3,2002029,290102,2003029,290103,BTN8130044,290102,2002029,94000
T030292,"20",G2,2002029,290102,2003029,290103,BTN8130044,290102,2002029,115542
T030295,"12",D1,2002029,290102,2003029,290103,BTN8130044,290102,2002029,143604
S135439,"20",G3,2002029,290102,2003029,290103,BTN8130044,290102,2002029,151227
S130427,"20",G4,2002029,290102,2003029,290103,BTN8130044,290102,2002029,152553
M038366,"11",DV,2001304,311001,2002304,311002,BTN0004856,311001,2001304,141539
F006911,"12",D1,2001304,311001,2002304,311002,BTN0005428,311001,2001304,160724
H019465,"12",SU,2001310,61101,2002310,61102,BTN0523917,61101,2001310,121840
F012798,"16",P2,2001330,261101,2002330,261102,BTN0004777,261101,2001330,94016
D037083,"20",G3,2001330,261101,2002330,261102,BTN0004777,261101,2001330,100639
W017291,"12",D1,2001330,261101,2002330,261102,BTN0004777,261101,2001330,105657
O003665,"16",P2,2001333,291101,2002333,291102,BTN0001529,291101,2001333,133551
O003665,"41",H1,2001333,291101,2002333,291102,BTN0001529,291101,2001333,133922
A069478,"15",BC,2001334,301101,2002334,301102,BTN0004756,301101,2001334,142938
R017591,"12",SD,2002009,90102,2003009,90103,BTN0004637,90102,2002009,103918
O002350,"12",SU,2001355,211201,2003009,90103,BTN0002078,90102,2002009,161834
U004560,"12",SD,2001348,141201,2003011,110103,BTN0002078,110102,2002011,151535
A070388,"20",G4,2002015,150102,2003015,150103,BTN0005137,150102,2002015,160059
A071074,"12",S1,2002016,160102,2003016,160103,BTN0005137,160102,2002016,141356
A070842,"20",G3,2002016,160102,2003016,160103,BTN0005137,160102,2002016,153218
D036848,"12",S1,2002022,220102,2003022,220103,BTN8130044,220102,2002022,93225
